timestep,motion_energy,cursor_velocity,interaction_density,task_variability,is_boundary
36,0.9803851417174498,0.8544808404111766,0.49865688146414605,0.44844858760418843,0
37,0.9961115909892169,0.7953943394196119,0.5567131906744561,0.46664326147697016,0
38,1.0235192641018398,0.7221059899909626,0.49297212483011715,0.39734474060735303,0
39,1.0448029343566227,0.8716917460698075,0.488323208180516,0.391648435512685,0
40,0.9622280340368764,0.7582622158093582,0.5117478326142578,0.3508852760311888,0
41,1.0454177132421718,0.8288115279860225,0.4839183648603048,0.4158363757181858,0
42,1.0403762627134692,0.7954074697788472,0.48765319004146007,0.3596586659206569,0
43,1.0234393420210128,0.7985748933579323,0.4697124468023714,0.4767590939402438,0
44,1.007933668909879,0.804954458838844,0.47771240667316434,0.3935360314900264,0
45,0.9905823155639072,0.7803488215559222,0.5258648706607116,0.4213370903815153,0
46,1.0437406205061088,0.8067170188545075,0.4795578078880999,0.3649993232309658,0
47,1.0588077494934989,0.8110763007113508,0.5048542962384049,0.376417873851172,0
48,1.0540490460959837,0.8288576202221284,0.49113161437136266,0.4153868179689114,0
49,1.039453112942031,0.8045007743667666,0.47913962380126923,0.35686278106633174,0
50,1.0107214123197688,0.8114729177047506,0.5074531096592235,0.4338905378542503,0
51,0.9637504410315348,0.847814642772047,0.5198384322334709,0.3678190493235029,0
52,0.9998663760063975,0.7675272148544559,0.47065993471982903,0.41232122729398707,0
53,1.0196942480522901,0.8025251802885021,0.5083730278933845,0.36331868643785403,0
54,0.9613491560875134,0.8172192505126105,0.5188691577385046,0.43626337069716026,0
55,1.0118536618054603,0.8372757104880201,0.4926502839900698,0.34211746056098397,0
56,1.012895910844667,0.7977110428547054,0.4980855244588819,0.39716024706118724,0
57,1.0208812817188861,0.8035765599028205,0.5001188259570619,0.3954096449835949,0
58,0.9644764609972843,0.7875819104433784,0.504885907359238,0.323764122700035,0
59,0.9801489228388289,0.8446492169914167,0.4729292526246416,0.3682406192749306,0
60,0.9869069425857033,0.7884378061783921,0.48761961823093675,0.40498190041880994,0
61,0.9649059427668141,0.824670533594608,0.5099250736928673,0.35619898118795684,0
62,1.052181036313904,0.7963324964312426,0.4817914467132194,0.388586169230988,0
63,0.9851226781467355,0.8011104096948867,0.49792305463891495,0.2911887325457002,0
64,1.009869088883806,0.7559699042445526,0.4982549249282623,0.402418240154089,0
65,0.9922428236357823,0.8020416348392366,0.48129034692807154,0.36182000806633013,0
66,1.0475041863640637,0.7989327409491209,0.503194504198328,0.35281910031039154,0
67,1.039610829612455,0.7465903825311092,0.5313846468137208,0.3679803692753547,0
68,1.0190005786847474,0.7733441457762691,0.4809669296595072,0.38375501335638856,0
69,0.9338947035806004,0.783661317708026,0.4852269081245319,0.3776081547576937,0
70,1.0015608692277966,0.7449666348127413,0.4961505171663006,0.41235770039842323,0
71,1.0205105857232961,0.7561821043563738,0.4710268331622899,0.4354701041997982,0
72,1.0301188472752651,0.8529042789997698,0.4855555368881521,0.4176558907741312,0
73,0.981462788658772,0.7629206327449441,0.4643959621112892,0.3903009062908059,0
74,1.0546603408998496,0.7691595925774962,0.45520208388146244,0.4486848299904512,0
75,0.9603870708996012,0.7497525999934285,0.5080375181782657,0.3618562812461583,0
76,0.9801541593455434,0.8441857490532533,0.5200988975127079,0.38275313955233536,0
77,1.0280514996434207,0.8330554938858703,0.541684145902701,0.28035525962471614,0
78,1.0014716384147593,0.8114557982599436,0.49613693534804715,0.39902469628778925,0
79,1.0600717775093575,0.8030326653185167,0.5229335764229726,0.3792513970576621,0
80,1.005655575775374,0.782292545016428,0.4929265643594224,0.44530380076571147,0
81,0.9810041772942332,0.7897612702171306,0.48236953489582385,0.3807985739291296,0
82,0.9886730948430158,0.7757304293535544,0.5154821434784608,0.37547319146609015,0
83,0.9672656164714242,0.8236976271953531,0.4939688290443685,0.4917755887244277,0
84,0.9616695950084018,0.824918997517803,0.5158021212769269,0.416721651598526,0
85,1.018912344723047,0.8328546232468523,0.5070199840200124,0.3684505557952959,0
86,1.0174349743723843,0.8737602212291112,0.47657839021706433,0.33696403957915466,0
87,1.0388367645832335,0.8254580707676835,0.473576186576656,0.3462686980744108,0
88,0.977361826262202,0.8228430230778001,0.47513576555261555,0.44480188509773866,0
89,1.0506732235733103,0.8361331271743854,0.4841742886066628,0.400466808432414,0
90,0.99137836876574,0.7444876451175373,0.5217806670596493,0.4206250515394571,0
91,1.0472322483653376,0.8001703687186433,0.4972988554068433,0.4131050411728331,0
92,0.9870164245845221,0.7455498956766727,0.5341440409654642,0.373162665343808,0
93,0.9779355012297317,0.8567810778505489,0.5130944394048564,0.3764123045672788,0
94,1.00749356114676,0.7822516537941749,0.4957332750903015,0.4311340540796426,0
95,1.0309435925460841,0.8638323477083958,0.479449394168835,0.38868310434550235,0
96,1.0048302873014603,0.8382148316136768,0.45284558821668636,0.3856138764649073,0
97,0.9824341352762999,0.7801194965935507,0.5260384280642698,0.3885859360066266,0
98,0.9597634085776999,0.7402484062318657,0.5313074747978743,0.40262561054382895,0
99,0.9579543935524771,0.7595353759850517,0.4943975716799868,0.4534143805605134,0
100,1.015080485496246,0.8373939633172138,0.5419706913843866,0.41469867675734284,0
101,1.029691390998574,0.7884331062297593,0.49845133671027336,0.4362010551172779,0
102,0.9950711622212413,0.7466737365408798,0.49942602878929576,0.3577722998797704,0
103,0.967769054253147,0.7919103784162844,0.5273712153160712,0.3607432098620541,0
104,1.0261912645786513,0.8609374159489518,0.5002984497045065,0.449858897161441,0
105,0.9615881816585629,0.857932527082892,0.4890974299031225,0.41820079996799053,0
106,0.9786079571482218,0.7829688985176776,0.4913919915363474,0.4120691553951439,0
107,1.0186305356062029,0.81109214721278,0.45875567688604024,0.39202413277228404,0
108,0.9324957647927623,0.8220588466411033,0.4981253296753166,0.46275357933035166,0
109,1.0115910879269892,0.7467500544749431,0.49952037105909913,0.41472522253412875,0
110,0.9825507749077149,0.7808147905269576,0.5292522913740036,0.38442017766912023,0
111,1.0032783909243344,0.7854051183738603,0.51545620967332,0.3841797466779155,0
112,0.9977289542133753,0.814545878720645,0.48210314428156803,0.3888449630869886,0
113,1.0060634318513189,0.7816291523479331,0.5193503790817199,0.43547142275679834,0
114,1.0208251581012102,0.7496940681252271,0.5070360696594073,0.4256733885357705,0
115,0.9772489074730477,0.8116714452727112,0.537587008401279,0.42224154951384496,0
116,1.0426294606693576,0.776887735076074,0.5216868845533623,0.47634486763892697,0
117,1.021782813668433,0.755795737155517,0.4975123958137495,0.41864485672776963,0
118,1.025311979869098,0.7558857152142975,0.5250496114970739,0.40364919602475413,0
119,1.0349459194333308,0.791972780194508,0.4910466917892797,0.4281210943512281,0
120,1.023627646651176,0.8522380528659155,0.4769804378480787,0.42435527949404933,0
121,1.0253223604173578,0.7937163447469303,0.5058104836605136,0.3337663939318652,0
122,1.0022678083222865,0.8386325030259811,0.513364498177045,0.3593389430056263,0
123,0.957196784470308,0.7191392640575951,0.5250925745920588,0.43092937360561423,0
124,0.9959486469988896,0.7698082018839727,0.49930182233359055,0.434988017519559,0
125,0.9769145607946988,0.754712365857846,0.5013933269811596,0.39026763712052376,0
126,0.9573177469445376,0.7901160132932086,0.5174035081875002,0.3825498848304945,0
127,1.0077535837273897,0.8277270131055334,0.4982603532928691,0.3477241054792061,0
128,0.9829435163755708,0.7803271945749134,0.5386483051064879,0.4060698386372218,0
129,0.969105866859656,0.7551982997353043,0.46433916028680594,0.413268222765115,0
130,0.968709967597853,0.834118619002528,0.4696107573045854,0.42689807821862497,0
131,1.0080525123912674,0.7725632297362384,0.4933808607774353,0.38439014494378826,0
132,1.0107601584751102,0.8098120918223395,0.5265924333778071,0.37734845524217475,0
133,1.039673724093005,0.7760600984713212,0.4977953669848618,0.43966637038912965,0
134,0.9995825599442771,0.8186165547885451,0.46748595579454116,0.39553241388736426,0
135,1.0312551927763847,0.7861923024547632,0.5186377868710833,0.4045831778823782,0
136,1.0420679448031758,0.8286256816575204,0.4730139399958679,0.33500443321741524,0
137,1.0345049690844907,0.8223561591536798,0.5307939891428957,0.38100230904990035,0
138,0.9290408828116907,0.8799657002662877,0.5217110808894578,0.4526030255052832,0
139,1.0368605115761027,0.7971137216672725,0.5361287732745287,0.45352167486521733,0
140,1.0101886002474594,0.7648880720472148,0.5300958357198199,0.3899518234420269,0
141,1.0127131405856005,0.7581997787357898,0.5262867893517088,0.418957071647133,0
142,1.0111368225320878,0.7784965850567889,0.5171749947882243,0.40278044879492564,0
143,1.011482714808123,0.8135113151528106,0.4925694457263729,0.48323763202281944,0
144,1.0095824266075715,0.7743022994493007,0.49757344222182887,0.2978692023160442,0
145,0.9892326007438413,0.8546828313936374,0.500338582090695,0.3969767319503083,0
146,0.9429509410487201,0.8072114539599462,0.5047482246522216,0.26911229483182636,0
147,0.9967325581627773,0.7648273176148872,0.4870969757239201,0.4299376940731343,0
148,0.9758880445443797,0.7833336829949813,0.48246587244741995,0.46289824824243736,0
149,1.0324049023761366,0.7770183037409218,0.534079203009093,0.3957063164972916,0
150,0.9913370048201386,0.8064176212743344,0.47189706984350654,0.40612594350041753,0
151,1.0025042606832102,0.7630865497682165,0.5259172918941157,0.42049940106242767,0
152,0.9745118213316957,0.8461507152601363,0.548865948864253,0.4480108608758119,0
153,0.9846813259630562,0.787172863456369,0.4755982008759623,0.3147388219393318,0
154,0.9996540081494024,0.7914579314596747,0.5333799243505317,0.38617668462847143,0
155,0.9554387444720936,0.8332333983386455,0.49726379865883596,0.4126285505498655,0
156,1.0090205534288381,0.7730550086587427,0.5351869571989397,0.3846675229147181,0
157,0.9968178323965675,0.7999506368896157,0.4865224988482478,0.373607764119503,0
158,0.964428405849843,0.8645196967046734,0.5310969650492376,0.36403459433476304,0
159,0.9280530140380668,0.8148011556540016,0.483510507372716,0.38843407302090793,0
160,1.015391564016409,0.8105776259542571,0.46860821820925086,0.4095141754956347,0
161,0.9910724788317001,0.7828497673344088,0.5424753268997629,0.4465146956779482,0
162,0.9840997476034552,0.7642073582077732,0.48000410025882534,0.4040334109089022,0
163,0.9929153611044117,0.8629571256189678,0.4695022197990267,0.3636815262186667,0
164,1.0544942782264344,0.7942361142046046,0.50083978154537,0.4051642719966441,0
165,0.9985059709282107,0.8683276887150181,0.4924704431345839,0.44247201720587415,0
166,1.0025985778896562,0.7753797890178533,0.5285859814971072,0.3783490997208625,0
167,0.955387813909738,0.8451783002153089,0.4792388599057087,0.39660054211612855,0
168,1.049420171990683,0.792608596346236,0.4895393535621971,0.4309809669027332,0
169,1.0275246395033288,0.8150041436414334,0.5189903488707486,0.3753709712664878,0
170,1.0320080460101553,0.8438015111051842,0.48274012947317935,0.3940333235024422,0
171,1.0014301819363505,0.8158952459916641,0.5248311946888539,0.40103462299704207,0
172,1.027499643664738,0.8288927726653896,0.525806315436407,0.4203933431247442,0
173,1.0111284050528324,0.7437345331689329,0.5476671927260179,0.32196884020867556,0
174,1.01839567233577,0.7834147449992653,0.5504235487348556,0.4097865230227986,0
175,0.9954342112477513,0.873608800933963,0.48265289536625583,0.3833338188670748,0
176,0.9557833615587412,0.7917510891137391,0.48282573253628996,0.39647599367535336,0
177,1.0308656304340955,0.8114706666924019,0.4780810849110762,0.43994892876875275,0
178,0.9419512109017087,0.7941287684158373,0.49959851756313683,0.4219477818075017,0
179,0.992801899862259,0.7776231911794469,0.49698194990607636,0.4898400029451929,0
180,0.9938643253480102,0.7462138808782475,0.49480023639686627,0.420472403286775,0
181,0.9687141957704648,0.7588972968959725,0.47243803614087393,0.32183472488459786,0
182,1.0183936940900975,0.8605725299638888,0.531213277506743,0.3756868601030723,0
183,0.993990108957713,0.7971538170723809,0.46442474175092496,0.41516556458394355,0
184,0.9868939502320816,0.7572028891219461,0.4870968817548806,0.4039149055170875,0
185,1.0155952519293292,0.76745364544994,0.5192083197427694,0.45036855634470696,0
186,0.9857026287832475,0.8314434303071996,0.5150551429793758,0.3261024507207465,0
187,1.0416693992451493,0.7659026023386555,0.49503179148202564,0.41711185378048954,0
188,1.0105436522856195,0.7774873340930172,0.5228440869741395,0.4051696414016845,0
189,0.9857700103949668,0.7598011903932747,0.4920765262545959,0.4085881131227425,0
190,0.9416720507204337,0.7546713120448899,0.5475688024249146,0.39236264997230025,0
191,0.9607674040929656,0.8593662046276892,0.5251614815381099,0.38962070887877637,0
192,1.032604923543051,0.7949279758815163,0.48203090202630544,0.3425976312637794,0
193,0.9984818781066598,0.7884257509454157,0.52059166056531,0.47219291665916385,0
194,0.991506248029614,0.7783478134316251,0.49474514103823986,0.36116888259788005,0
195,1.0492975484272808,0.825648303864671,0.5092438717423996,0.43990446531435756,0
196,0.9615205226777831,0.8022129677600995,0.5293660385829342,0.3914655881173974,0
197,0.9824302660047592,0.8105242960717127,0.4801925328734773,0.3933805961617055,0
198,0.9858223696972455,0.8049271706258294,0.5337320442826938,0.47488401845452965,0
199,1.017590118445939,0.7871364195615186,0.4936008604572493,0.3921857215878724,0
200,0.9800939440508786,0.7826880150354045,0.5262589522692571,0.4458758763222196,0
201,0.9815974645415791,0.7375435236143495,0.5106278905338558,0.39538006105759355,0
202,0.9518455180934466,0.782295983830529,0.4867707481674003,0.4234735083663327,0
203,1.0218804821205356,0.8778880848336084,0.4673874645487022,0.3842998342065418,0
204,1.0241841807554506,0.7553802816850904,0.47061955916452775,0.3592530178130038,0
205,0.9857086975779651,0.8001573864864202,0.5071349461364343,0.37127936799889805,0
206,1.004900198366239,0.8120861153032302,0.4739053515829757,0.4321290302619498,0
207,0.9612206163172198,0.8429849041558943,0.4881307048134185,0.41840961317671627,0
208,0.9858456053577729,0.8956979575681299,0.49408648867373706,0.41386557408538577,0
209,1.0413385285816756,0.7857153464430955,0.48461235077167686,0.39209456710783663,0
210,1.004071922022014,0.7684242816429504,0.48927171689853693,0.40907124446415116,0
211,1.0693109046038767,0.8381661992219243,0.5145720826035912,0.43579363963531303,0
212,0.9763842177352853,0.807668320401584,0.5268552370875396,0.4075738581824981,0
213,1.0174085325017292,0.8722296077615305,0.5112037027963584,0.4083551342223619,0
214,0.994134825165007,0.8261121342639781,0.5154858628050621,0.34408763889228816,0
215,1.0169745354048427,0.7759233034773744,0.5128248794253476,0.37527766552353825,0
216,0.9997836592102373,0.7929211358107046,0.4894720780602017,0.37268215959222906,0
217,0.9831640566877252,0.8152293988157131,0.5044503670693579,0.36491074139837953,0
218,0.9739714970703489,0.8180247989332059,0.45942809821676955,0.41001656358909927,0
219,1.091981102171467,0.7591718486657824,0.5019459865104411,0.4724348327150292,0
220,0.9976796482082735,0.7307285632354679,0.48973687560949214,0.4539278348656324,0
221,0.9395001792930027,0.7422640360250273,0.5297010679260167,0.42174748717544475,0
222,0.9805419817629,0.822217763996715,0.45540897707774375,0.36082718341617076,0
223,1.02034119181372,0.7944834226193782,0.4743195704791326,0.4242289307235345,0
224,0.9849997470044576,0.733945706420682,0.5547021494342613,0.46554397091409416,0
225,1.0408133860745576,0.7801697510661124,0.5176387256919257,0.3566645783732956,0
226,1.0300719481853187,0.7302674503377371,0.5331871661813843,0.3682355055225076,0
227,0.995429840925273,0.7905255725268054,0.481071354311623,0.2951796988763209,0
228,0.9858335217167187,0.7688470541115271,0.46510863275768743,0.3383487688413608,0
229,0.9698559697891691,0.7799132312068036,0.5115784105840743,0.4778159987657164,0
230,0.9790010037306003,0.7969632244150617,0.5038459743904773,0.4780520323972301,0
231,0.9558057077600313,0.8065746788153834,0.5130632820721603,0.43222751037698304,0
232,1.0361318887459925,0.8021439933130886,0.5371198274447543,0.4164804371824317,0
233,1.047721023613782,0.8465003960519296,0.5205033504044508,0.37810087414682647,0
234,0.962315857908168,0.8864370213637096,0.4628621468986073,0.4340225013567149,0
235,0.9645495107294061,0.8306707177065854,0.48775562840150094,0.3927698985823413,0
236,0.9469446442873924,0.7931732342342058,0.44704368287997587,0.4798022310377549,0
237,0.9710843730780347,0.8270708403723102,0.5131282014433965,0.4396556934720059,0
238,0.9068098959615013,0.7738184062275391,0.4888340430300234,0.44200749300901726,0
239,0.9657316313010424,0.7702698612003012,0.4695009601597041,0.40716149454756906,0
240,1.0389074619940157,0.7686351945373711,0.5086277163095321,0.37536784523002903,0
241,0.989629824116066,0.8105249403781881,0.4734697035665608,0.44854149698691825,0
242,1.0256375270456022,0.8445862081246824,0.5241982332608667,0.38440950945098695,0
243,0.9853309280847387,0.8800688872837517,0.5172103209127024,0.3474139470617186,0
244,1.0528200189097936,0.8476737752204196,0.5536313850679618,0.44998723145538505,0
245,1.0059765394904157,0.8251167451982295,0.4819346075672879,0.4334501511229229,0
246,0.9885399312356956,0.7752202389466282,0.522908364709623,0.4004618985318773,0
247,1.0765727207611324,0.8027593355349323,0.4891762221586843,0.4197931914311425,0
248,0.9902658443114368,0.8195645342716642,0.4711072142789884,0.5033926725922137,0
249,0.9633632995082159,0.795598889049488,0.544597828894374,0.3062935767835557,0
250,1.0060573000588033,0.8670630203747511,0.47452619741661584,0.39718476051187035,0
251,0.9988349488432576,0.7704817732317636,0.5396155482575625,0.4180225776413008,0
252,1.0319897365949877,0.774291038870373,0.4914703105832188,0.3891161726533038,0
253,0.9723509822650657,0.8136816196403889,0.5173884329228079,0.3672236549272923,0
254,1.024141507944385,0.8722448160610212,0.48975245359409836,0.461276547029972,0
255,1.0255824541172287,0.7347412737532815,0.4814440655365429,0.49268182319533177,0
256,0.9799693812419479,0.769542552434276,0.478392273399283,0.4402799160261651,0
257,1.0048973201716804,0.8463645084329267,0.4899837121126845,0.4529509323733131,0
258,0.9750774412943699,0.7755577637584976,0.5059058163515141,0.37256402263252686,0
259,1.07037424221522,0.874127412350604,0.5336344972461732,0.38992282158884123,0
260,0.978875813131595,0.7704252920478966,0.4809522941703592,0.4151517348900353,0
261,0.9864077666899386,0.8386037361181933,0.5006837134582311,0.4343436004019399,0
262,0.9680248593410987,0.796825610819829,0.4935350118456824,0.38992046395916125,0
263,0.9896163617448048,0.8165441218790209,0.4979766844328003,0.4548009344163628,0
264,0.9998237191990929,0.76270813646953,0.475446553273541,0.4155044216344435,0
265,1.0230336740603405,0.7421765298346722,0.4668673382178502,0.4367710798383876,0
266,0.981685400618029,0.82791978442123,0.4887474282309309,0.46445703890504236,0
267,0.9944267812398524,0.780944926628537,0.4992258860568389,0.42550675451249725,0
268,0.9575053190075787,0.7669270501591348,0.5577198776527914,0.3650942062165919,0
269,0.9751779331970154,0.7602094574540714,0.5359615317097933,0.35132574491414853,0
270,1.0826742267482785,0.7623787125939773,0.4902800768038457,0.3761338146920815,0
271,1.0312372957508438,0.8487161597617439,0.46892212231423097,0.3967235434707338,0
272,0.9765572787496806,0.7667848419291353,0.4589691976635595,0.3981590569294818,0
273,0.9598780827541512,0.7804709775788649,0.5226390853842315,0.3830599115136808,0
274,0.9707325150820103,0.8708006386192507,0.5288926178691451,0.41181608251579466,0
275,0.999349274214588,0.78443662773202,0.5498427405176047,0.4042944331184462,0
276,1.0010418336507758,0.7997963706656069,0.4936971310456138,0.4226904012300529,0
277,0.9776691819720743,0.8132354324712485,0.5093457555568527,0.38252028997708915,0
278,0.9614027659978707,0.7893440327695583,0.49177504790287013,0.4455593376778348,0
279,1.0426713551574534,0.7752274410604485,0.5341947680709394,0.3086934816906477,0
280,1.0135505635388529,0.8460398537396402,0.52228605521093,0.41380551227377177,0
281,0.988762959412962,0.8115139052668415,0.48141169760874947,0.40349684685022175,0
282,0.9933801637655174,0.7773382302320309,0.504058561357308,0.4240297333900893,0
283,0.98411408622623,0.7501292684376427,0.47601816096920285,0.4715241399492841,0
284,0.9119186366194866,0.7583238057096394,0.502669248618779,0.4369738127790727,0
285,1.0034698548127787,0.76311636567489,0.4660280110453003,0.40881686391121397,0
286,0.967883667709127,0.7223845760609238,0.5047106610683129,0.38349952424728334,0
287,0.9699194710290154,0.8422617827805841,0.5286238153359226,0.42701682044843403,0
288,0.9807921278382887,0.8036756249565454,0.530335909443397,0.39136605814115816,0
289,1.0219690514413389,0.8193195391152751,0.47026033757927255,0.382881695154648,0
290,0.9648840757477695,0.7489205247372923,0.5012259341667125,0.4468588322693513,0
291,0.9569715562097764,0.7825361228760145,0.46795505699391526,0.4112817522759115,0
292,1.0191955622551714,0.7913564173387093,0.5262026600283167,0.4167216513505028,0
293,1.0226310671391865,0.8027212320885382,0.5097711771313699,0.40105947770253614,0
294,0.9712319887661733,0.7925737054158023,0.47276381510408483,0.36675879854116145,0
295,1.0168719303187888,0.7551827229991477,0.47807678140388343,0.31857596613847494,0
296,0.9912510270875574,0.8393065721389965,0.5134221810704848,0.4201970461615693,0
297,1.0090387652966069,0.825570224797953,0.4592318124389295,0.42741690809329097,0
298,0.962171191598034,0.8026949608205673,0.5016510739534028,0.4091548546326417,0
299,1.024986833480825,0.8371604168280828,0.5086853535479151,0.3571475400610173,0
300,1.036097768623495,0.8434917235378643,0.48416019147763345,0.3813108550146167,0
301,1.0191121970687855,0.8501806303470082,0.4936282801762893,0.39768527225558514,0
302,1.0167501988508543,0.8058689142051687,0.5021694412420863,0.3423981479878204,0
303,0.8868317453163179,0.7886673786528116,0.5138678730097346,0.3941844826230231,0
304,1.0078188924720082,0.7827267703950999,0.4700306166849112,0.40807201381851355,0
305,0.9992366404992237,0.8320843874042141,0.4865164156371028,0.3995283650554054,0
306,0.99558863479461,0.7747472637291056,0.5192220441314325,0.3527591556831638,0
307,0.9810826603008694,0.7671130595571329,0.4373344681021687,0.38687620598764755,0
308,1.0016609492474067,0.8199582888202943,0.5235302989696926,0.372124806886508,0
309,1.01236352215385,0.8188281502784676,0.5320990050191144,0.3495609149143588,0
310,0.9920863551837813,0.822915786888588,0.5455256420996645,0.3459984216312569,0
311,0.9861002758087039,0.7694281505177832,0.44336622091243044,0.3968273726187432,0
312,1.036892614328178,0.8108265393084438,0.48898057062917805,0.37002051554439486,0
313,0.9668389867819263,0.8329506993265186,0.48446036367380974,0.48123956062978746,0
314,1.0309046559347164,0.7827260672054257,0.5348304094329462,0.404673289407351,0
315,1.0053043739119158,0.790347019376351,0.5160165682228616,0.41136086355616963,0
316,0.9758708306415271,0.789273654021835,0.5245854300214964,0.3982248700443057,0
317,0.9913005431179206,0.8546918617011079,0.5176423295426249,0.3738364759054253,0
318,0.9724001919156341,0.832429110136646,0.4634250392066409,0.4321337607625434,0
319,1.0202519355522832,0.7517394847705716,0.5100812258046835,0.4209967816067608,0
320,1.0104370528591142,0.7452529454739226,0.4477321728205089,0.4242292198001246,0
321,0.9832961147454046,0.8234039855424504,0.5106055753297978,0.41679459385179113,0
322,0.9669334510283734,0.792328288656,0.5048294152311866,0.3283148748858998,0
323,1.009051482805032,0.8191726091220932,0.4956701077817045,0.4228617499939412,0
324,1.028721568205258,0.8095650355333153,0.5057246270767223,0.3910115025890634,0
325,0.9965849095185435,0.8363456315295831,0.5171573116106173,0.4010311102354445,0
326,1.0125505750266768,0.7414742591754626,0.48124104856928335,0.4390720069279504,0
327,0.9887191854835077,0.7802769317880142,0.5086048530681517,0.3886384106922208,0
328,1.0020270761802827,0.8090357865666851,0.5349475356851154,0.3495576400016407,0
329,0.9912615126581893,0.808440903170911,0.5094976710959079,0.4185931431057552,0
330,1.0088212642892493,0.7658669831374583,0.5055365859758226,0.48276424862685774,0
331,0.9547068246089282,0.7810222781554366,0.499651747888956,0.3489761597289604,0
332,1.0193257156956907,0.7789096585886713,0.46885205169860666,0.4134099695257124,0
333,0.9931020255519005,0.8016084500072735,0.5342845776313936,0.3854300713432771,0
334,1.0107582420294816,0.8252203130266365,0.4901028330411613,0.44947792919116003,0
335,0.9897906961760138,0.7900831341420744,0.5009658105362694,0.400187574092132,0
336,1.009610835681223,0.7944900540428296,0.4928409999209878,0.3480870988410888,0
337,0.9678231158761323,0.7246096098326168,0.4914656858594166,0.31874392628630055,0
338,1.035674632374654,0.7618002762259293,0.48584454732680027,0.45787849193727015,0
339,0.948893662370881,0.8667072819879261,0.4830975615573014,0.3991541993819732,0
340,0.9688228355566244,0.7382705254273898,0.5223757653382877,0.37009988108158115,0
341,1.007069982086189,0.8491181062850323,0.5327789688866937,0.3926834340915777,0
342,1.0438852685555373,0.789275895529606,0.5058108623183779,0.3999323308320603,0
343,1.0083437890542408,0.72932473705409,0.4722754918729789,0.3677545422444153,0
344,0.9925627463416274,0.8524766449813923,0.4984116616054171,0.3910632790691667,0
345,0.9572472957027021,0.8462264801380798,0.5532933053876775,0.42896481608598663,0
346,0.994261700067096,0.7818830639961836,0.5074966025769112,0.3498022567469583,0
347,0.9994036896687372,0.8312219716604158,0.4952988513793425,0.44323925600762687,0
348,1.050717059360182,0.7871877967009794,0.4803407570024945,0.37469158753700743,0
349,1.0186637566481735,0.8018333458623279,0.5127244701589743,0.4099073571357884,0
350,0.9541272137521466,0.8059857019933451,0.4942574563515343,0.45929310950011387,0
351,1.0608033728572959,0.7916836200830896,0.5308178026252632,0.3592562216429434,0
