step,t_sec,is_boundary,learn,anomaly,mwl,spike,growth_pct,mr,mp,airspeed,climb,altitude,throttle,heading,pitch,roll,yaw,thr,elev
46.0,4.6000000000000005,0.0,1.0,0.925000011920929,0.7506065477405381,0.0,nan,nan,nan,20.162831702268665,-8.451627482023618,394.5681469613162,0.5513091971483491,318.7172698036977,-14.7101993561,0.58476549387,-39.878238678,0.2538594331431262,1.0
47.0,4.7,0.0,1.0,0.925000011920929,0.7593262209495576,0.0,nan,nan,nan,20.392627122760025,-8.153028748808829,394.1599087499555,0.5712230742198707,318.21942277305254,-14.7101993561,0.58476549387,-39.878238678,0.2538594331431262,1.0
48.0,4.800000000000001,0.0,1.0,0.800000011920929,0.7613599104981261,0.0,nan,nan,nan,20.5277780272936,-7.538219975945279,393.9269053217354,0.5830620788939448,318.0,-11.628567969628826,0.8000995510707737,-40.43901912525135,0.2538594331431262,1.0
49.0,4.9,0.0,1.0,0.6000000238418579,0.7532919161653127,0.0,nan,nan,nan,20.58834073924208,-6.674209914491721,393.8320022960608,0.5885373747848344,318.0,-7.75809764862,1.07991874218,-41.143951416,0.2538594331431262,1.0
50.0,5.0,0.0,1.0,0.675000011920929,0.7493773209530935,0.0,nan,nan,nan,20.648903451190566,-5.810199853038162,393.73709927038624,0.5940126706757238,318.0,-7.75809764862,1.07991874218,-41.143951416,0.2538594331431262,1.0
51.0,5.1000000000000005,0.0,1.0,0.5249999761581421,0.7381584537133459,0.0,nan,nan,nan,20.70946616313905,-4.946189791584596,393.64219624471167,0.5994879665666134,318.0,-7.75809764862,1.07991874218,-41.143951416,0.2538594331431262,1.0
52.0,5.2,0.0,1.0,0.44999998807907104,0.7237505304316321,0.0,nan,nan,nan,20.770028875087537,-4.082179730131037,393.5472932190371,0.604963262457503,318.0,-7.75809764862,1.07991874218,-41.143951416,0.2538594331431262,1.0
53.0,5.300000000000001,0.0,1.0,0.25,0.7000630039100504,0.0,nan,nan,nan,20.81863620401967,-3.207865691568668,393.4737815445782,0.6097185785646589,318.0,-7.75809764862,1.07991874218,-41.143951416,0.2538594331431262,1.0
54.0,5.4,0.0,1.0,0.42500001192092896,0.6863098543105942,0.0,nan,nan,nan,20.729933955037342,-2.215208748750128,393.64595312446846,0.6062048061719986,318.0,1.33245134354,-1.15020108223,-41.6554260254,0.2538594331431262,1.0
55.0,5.5,0.0,1.0,0.6000000238418579,0.6819943627871574,0.0,nan,nan,nan,20.64123170605502,-1.2225518059315883,393.8181247043588,0.6026910337793383,318.0,1.33245134354,-1.15020108223,-41.6554260254,0.2538594331431262,1.0
56.0,5.6000000000000005,0.0,1.0,0.6499999761581421,0.6803946434557067,0.0,nan,nan,nan,20.529746469682355,-0.2860421245751236,394.0195563377078,0.5978756019893614,317.94688948217515,1.33245134354,-1.15020108223,-41.6554260254,0.2538594331431262,1.0
57.0,5.7,0.0,1.0,0.574999988079071,0.6751249106868749,0.0,nan,nan,nan,20.34374489499956,0.4668266558488051,394.3166888554557,0.5888028315829335,317.7200703436916,4.73835086823,-0.00932619627565,-41.8254241943,0.2538594331431262,1.0
58.0,5.800000000000001,0.0,1.0,0.42500001192092896,0.6626186657485775,0.0,nan,nan,nan,20.15774332031676,1.2196954362727408,394.6138213732037,0.5797300611765055,317.493251205208,4.73835086823,-0.00932619627565,-41.8254241943,0.2538594331431262,1.0
59.0,5.9,0.0,1.0,0.4749999940395355,0.6532377321631254,0.0,nan,nan,nan,19.971741745633967,1.9725642166966697,394.9109538909517,0.5706572907700775,317.26643206672446,4.73835086823,-0.00932619627565,-41.8254241943,0.2538594331431262,1.0
60.0,6.0,0.0,1.0,0.5,0.6455758455549692,0.0,nan,nan,nan,19.78574017095117,2.725432997120598,395.2080864086996,0.5615845203636497,317.0396129282409,4.73835086823,-0.00932619627565,-41.8254241943,0.2538594331431262,1.0
61.0,6.1000000000000005,0.0,1.0,0.550000011920929,0.6407970538732671,0.0,nan,nan,nan,19.594116431252484,3.3595430309414978,395.5298119040948,0.5538206106817609,317.2059795106037,7.02028512524657,2.5550777434895737,-42.40424412815002,0.2538594331431262,1.0
62.0,6.2,0.0,1.0,0.824999988079071,0.6500072005835573,0.0,nan,nan,nan,19.40130303860883,3.96852365425264,395.856741285929,0.5463336565874634,317.4555443892465,8.04250431061,3.61424970627,-42.6637229919,0.2538594331431262,1.0
63.0,6.300000000000001,0.0,1.0,0.949999988079071,0.665006839958333,0.0,nan,nan,nan,19.20848964596517,4.577504277563788,396.1836706677632,0.5388467024931658,317.70510926788927,8.04250431061,3.61424970627,-42.6637229919,0.2538594331431262,1.0
64.0,6.4,0.0,1.0,0.925000011920929,0.6780064985564628,0.0,nan,nan,nan,19.015676253321512,5.18648490087493,396.5106000495974,0.5313597483988683,317.95467414653206,8.04250431061,3.61424970627,-42.6637229919,0.2538594331431262,1.0
65.0,6.5,0.0,1.0,0.9750000238418579,0.6928561748207326,0.0,nan,nan,nan,18.81954807842196,5.446032396517379,396.8563688999809,0.5218754018566228,318.0,8.93620204926,6.41076660156,-41.8905715942,0.2538594331431262,1.0
66.0,6.6000000000000005,0.0,1.0,0.8999999761581421,0.703213364887603,0.0,nan,nan,nan,18.62268426872057,5.628031760856298,397.2063187093664,0.5119477829410577,318.0,8.93620204926,6.41076660156,-41.8905715942,0.2538594331431262,1.0
67.0,6.7,0.0,1.0,0.625,0.6993026966432229,0.0,nan,nan,nan,18.42582045901919,5.810031125195216,397.556268518752,0.5020201640254927,318.0,8.93620204926,6.41076660156,-41.8905715942,0.2538594331431262,1.0
68.0,6.800000000000001,0.0,1.0,0.574999988079071,0.6930875612150152,0.0,nan,nan,nan,18.228956649317805,5.992030489534136,397.9062183281376,0.4920925451099275,318.0,8.93620204926,6.41076660156,-41.8905715942,0.2538594331431262,1.0
69.0,6.9,0.0,1.0,0.625,0.6896831831542645,0.0,nan,nan,nan,18.06918469688212,5.719057590022012,398.1904935406003,0.4846480872727557,318.35679480343964,8.436174429811643,7.638068655371317,-41.41063418414353,0.2538594331431262,1.0
70.0,7.0,0.0,1.0,0.7250000238418579,0.691449025188644,0.0,nan,nan,nan,17.919318960806898,5.324574094493277,398.4572288719554,0.4778668135604508,318.80887969963044,8.18675136566,8.24866390228,-41.1502685547,0.2538594331431262,1.0
71.0,7.1000000000000005,0.0,1.0,0.8999999761581421,0.7018765727371189,0.0,nan,nan,nan,17.769453224731674,4.93009059896454,398.7239642033105,0.4710855398481459,319.2609645958213,8.18675136566,8.24866390228,-41.1502685547,0.2538594331431262,1.0
72.0,7.2,0.0,1.0,0.7250000238418579,0.7030327452923558,0.0,nan,nan,nan,17.61958748865645,4.535607103435806,398.9906995346656,0.4643042661358411,319.7130494920121,8.18675136566,8.24866390228,-41.1502685547,0.2538594331431262,1.0
73.0,7.300000000000001,0.0,1.0,0.5249999761581421,0.6941311068356452,0.0,nan,nan,nan,17.482424097960124,4.2246026112921085,399.2372411551257,0.4583739236452039,320.0,7.47809555918524,7.888256678755751,-40.69020748709023,0.2538594331431262,1.0
74.0,7.4,0.0,1.0,0.550000011920929,0.6869245520899093,0.0,nan,nan,nan,17.36733330218954,4.058657804707218,399.4486925944157,0.4539222262083172,320.0,6.42157888412,7.33670473099,-40.0038871765,0.2538594331431262,1.0
75.0,7.5,0.0,1.0,0.44999998807907104,0.6750783238893674,0.0,nan,nan,nan,17.25224250641896,3.892712998122329,399.6601440337057,0.4494705287714305,320.0,6.42157888412,7.33670473099,-40.0038871765,0.2538594331431262,1.0
76.0,7.6,0.0,1.0,0.32499998807907104,0.6575744070988525,0.0,nan,nan,nan,17.137151710648375,3.726768191537438,399.8715954729957,0.4450188313345438,320.0,6.42157888412,7.33670473099,-40.0038871765,0.2538594331431262,1.0
77.0,7.7,0.0,1.0,0.30000001192092896,0.6396956873399563,0.0,nan,nan,nan,17.02206091487779,3.560823384952549,400.0830469122857,0.4405671338976571,320.0,6.42157888412,7.33670473099,-40.0038871765,0.2538594331431262,1.0
78.0,7.800000000000001,0.0,1.0,0.4000000059604645,0.6277109032709817,0.0,nan,nan,nan,16.93646289776449,3.4498744999854667,400.2301729153894,0.4376434260949333,320.2356573768531,3.80008625984,6.81762981415,-39.1350975037,0.2538594331431262,1.0
79.0,7.9,0.0,1.0,0.375,0.6150753581074326,0.0,-23.344570673460495,0.6725042550548845,0.8773080536671801,16.855170753092125,3.34695488299648,400.3679075645571,0.4349428009841536,320.50572014549,3.80008625984,6.81762981415,-39.1350975037,0.2538594331431262,1.0
80.0,8.0,0.0,1.0,0.30000001192092896,0.5993215907981074,0.0,-23.09033908675551,0.6701915423170415,0.8714009844264297,16.773878608419757,3.2440352660074923,400.5056422137248,0.4322421758733739,320.7757829141268,3.80008625984,6.81762981415,-39.1350975037,0.2538594331431262,1.0
81.0,8.1,0.0,1.0,0.22499999403953552,0.5806055109601789,0.0,-22.906059059292268,0.6671819651713871,0.8654142686576508,16.699262979824702,3.0731848745711656,400.6288214316083,0.430000007153,321.0490370764216,3.80008625984,6.81762981415,-39.1350975037,0.2538594331431262,1.0
82.0,8.200000000000001,0.0,1.0,0.20000000298023224,0.5615752355611815,0.0,-22.89728085471686,0.6627603669202683,0.8595810553340434,16.657300130911416,2.570106029558807,400.68081452706025,0.430000007153,321.3378993601955,1.26164901257,6.76021099091,-38.289932251,0.2538594331431262,1.0
83.0,8.3,0.0,1.0,0.22499999403953552,0.5447464734850992,0.0,-23.097305296146605,0.6567473485966066,0.8539978360000156,16.61533728199813,2.0670271845464576,400.7328076225122,0.430000007153,321.62676164396936,1.26164901257,6.76021099091,-38.289932251,0.2538594331431262,1.0
84.0,8.4,0.0,1.0,0.30000001192092896,0.5325091504068906,0.0,-23.468236641799272,0.6494724811891279,0.8486312776426234,16.573374433084844,1.5639483395341085,400.7848007179641,0.430000007153,321.9156239277432,1.26164901257,6.76021099091,-38.289932251,0.2538594331431262,1.0
85.0,8.5,0.0,1.0,0.20000000298023224,0.5158836930355577,0.0,-24.090302884576964,0.6406238570998692,0.8439288805563022,16.554085689861775,1.30413841765995,400.7965216624179,0.430000007153,322.17340177870165,-0.0977815929591612,6.630156740014867,-37.89650426718866,0.2538594331431262,1.0
86.0,8.6,0.0,1.0,0.20000000298023224,0.5000895085327914,0.0,-24.903642821728297,0.6304676642821286,0.8395449366278281,16.544152843869536,1.1447072747961662,400.79162532056495,0.430000007153,322.41835342328744,-0.978819489479,6.54660272598,-37.635509491,0.2538594331431262,1.0
87.0,8.700000000000001,0.0,1.0,0.20000000298023224,0.48508503325516344,0.0,-25.787350334996322,0.6197567811127257,0.8351093565723786,16.534219997877297,0.9852761319323796,400.786728978712,0.430000007153,322.6633050678732,-0.978819489479,6.54660272598,-37.635509491,0.2538594331431262,1.0
88.0,8.8,0.0,1.0,0.125,0.46708078159240524,0.0,-26.739780785742393,0.6084564421315952,0.8305413888431007,16.52428715188506,0.8258449890685962,400.7818326368591,0.430000007153,322.9082567124589,-0.978819489479,6.54660272598,-37.635509491,0.2538594331431262,1.0
89.0,8.9,0.0,1.0,0.125,0.4499767425127849,0.0,-27.778322589227507,0.5964711200995212,0.8258893195002867,16.52424778186233,0.6632792692718733,400.7617304684888,0.4320299000902747,323.0,-2.164459849013012,6.607413553347735,-36.88370216158948,0.2538594331431262,1.0
90.0,9.0,0.0,1.0,0.22499999403953552,0.4387279050891224,0.0,-28.90816622309936,0.5838350640945451,0.8212406869778149,16.53013276236564,0.4988365213650291,400.7325228404597,0.4352753210510485,323.0,-2.82741999626,6.64234113693,-36.4619865417,0.2538594331431262,1.0
91.0,9.1,0.0,1.0,0.17499999701976776,0.4255415096856547,0.0,-30.208205006216897,0.5700183109419719,0.8167411527282653,16.536017742868946,0.334393773458185,400.7033152124306,0.4385207420118222,323.0,-2.82741999626,6.64234113693,-36.4619865417,0.2538594331431262,1.0
92.0,9.2,0.0,1.0,0.375,0.4230144342013719,0.0,-31.544967536911244,0.5560173953874227,0.8122374285443946,16.551232900642866,0.1240662310561958,400.6570548950016,0.4426358027098498,323.13179018399364,-3.2816622867393264,8.827081610093254,-36.31941558149092,0.2538594331431262,1.0
93.0,9.3,0.0,1.0,0.375,0.4206137124913033,0.0,-32.84220707921779,0.5423415256702057,0.8075630572165159,16.574262568515728,-0.1246922199523866,400.5965120607817,0.447479232045697,323.3739615208732,-3.43552112579,9.60558986664,-36.2698173523,0.2538594331431262,1.0
94.0,9.4,0.0,1.0,0.3499999940395355,0.41708302656871493,0.0,-34.12006735211727,0.5288494493941459,0.8027474044649653,16.597292236388586,-0.373450670960969,400.5359692265618,0.4523226613815442,323.61613285775275,-3.43552112579,9.60558986664,-36.2698173523,0.2538594331431262,1.0
95.0,9.5,0.0,1.0,0.2750000059604645,0.40997887553830237,0.0,-35.366015005717585,0.5155944769765927,0.7977142010077247,16.62032190426145,-0.6222091219695516,400.47542639234194,0.4571660907173915,323.8583041946323,-3.43552112579,9.60558986664,-36.2698173523,0.2538594331431262,1.0
96.0,9.6,0.0,1.0,0.42500001192092896,0.41072993235743366,0.0,-36.487732615803516,0.5032522532395217,0.7923701577134121,16.64603282751687,-0.9090208009612027,400.3970348634387,0.4622033890028005,324.330507413875,-3.770501256591298,11.01553611295626,-35.7225762432697,0.2538594331431262,1.0
97.0,9.7,0.0,1.0,0.625,0.42144343573956194,0.0,-37.41789844599846,0.492339640659502,0.7867099832604159,16.675524996167177,-1.2494971155588406,400.2934721796298,0.4675140913352504,325.1271135234657,-4.02650737762,12.0772457123,-35.3034248352,0.2538594331431262,1.0
98.0,9.8,0.0,1.0,0.44999998807907104,0.42287126335653735,0.0,-38.25853014404742,0.4820976586637798,0.7808328175350365,16.705017164817484,-1.5899734301564783,400.1899094958209,0.4728247936677003,325.92371963305646,-4.02650737762,12.0772457123,-35.3034248352,0.2538594331431262,1.0
99.0,9.9,0.0,1.0,0.44999998807907104,0.424227699592664,0.0,-39.003771267027616,0.47255527573804135,0.7747286767625928,16.73450933346779,-1.9304497447541165,400.086346812012,0.4781354960001502,326.7203257426472,-4.02650737762,12.0772457123,-35.3034248352,0.2538594331431262,1.0
100.0,10.0,0.0,1.0,0.44999998807907104,0.4255163140169843,0.0,-39.631414625388636,0.4638650118989852,0.7683880763819728,16.768182423350623,-2.016990293479018,399.9618625474076,0.4849882224095865,327.49882329403874,-4.297350911110721,14.58466232225257,-34.05673948985845,0.2538594331431262,1.0
101.0,10.1,0.0,1.0,0.4000000059604645,0.4242404986141583,0.0,-40.14561005434994,0.45604676128168414,0.7619270060154167,16.804117505864966,-1.9661446540084897,399.82605913590527,0.4926752259808659,328.26752362062365,-4.54152107239,16.7752323151,-32.9308128357,0.2538594331431262,1.0
102.0,10.2,0.0,1.0,0.5,0.4280284736834504,0.0,-40.49051262340227,0.4493694231877976,0.7551223225030054,16.840052588379308,-1.9152990145379625,399.69025572440296,0.500362229552145,329.0362239472085,-4.54152107239,16.7752323151,-32.9308128357,0.2538594331431262,1.0
103.0,10.3,0.0,1.0,0.5249999761581421,0.43287704880718497,0.0,-40.6726191123881,0.4437759519539019,0.7480120398279142,16.875987670893654,-1.864453375067435,399.5544523129007,0.5080492331234243,329.80492427379346,-4.54152107239,16.7752323151,-32.9308128357,0.2538594331431262,1.0
104.0,10.4,0.0,1.0,0.550000011920929,0.43873319696287216,0.0,-40.746221157813515,0.439087154281701,0.7410281046397791,16.92134452895057,-1.7365660458076926,399.4136396824657,0.5196680582525879,331.1279411973017,-4.43182806910122,24.181227338727364,-30.646546440244723,0.2538594331431262,1.0
105.0,10.5,0.0,1.0,0.8500000238418579,0.45929653830682143,0.0,-40.55907171602833,0.43625779654526414,0.7339350328802009,16.969905502913445,-1.5824787181972868,399.2711235389312,0.5326239999301231,332.63946766628953,-4.37801742554,27.8852901459,-29.5256347656,0.2538594331431262,1.0
106.0,10.6,0.0,1.0,0.675000011920929,0.4700817119875268,0.0,-40.19232529046956,0.43475740671800095,0.7269257813976201,17.018466476876323,-1.4283913905868786,399.1286073953966,0.5455799416076585,334.1509941352773,-4.37801742554,27.8852901459,-29.5256347656,0.2538594331431262,1.0
107.0,10.7,0.0,1.0,0.6499999761581421,0.47907762519605757,0.0,-39.62697861258149,0.4344570363150456,0.7196211591384504,17.0670274508392,-1.2743040629764728,398.9860912518621,0.5585358832851938,335.6625206042651,-4.37801742554,27.8852901459,-29.5256347656,0.2538594331431262,1.0
